Cod	Denumire
242205	consultant în administratia publica
242204	referent de specialitate în administratia publica
242203	inspector de specialitate în administratia publica
242202	expert administratia publica
242201	consilier administratia publica
242117	manager de facilitati
242115	evaluator de risc la securitatea fizica
242113	consultant de securitate
242112	manager de proiect în parteneriat public privat
242111	administrator societate comerciala
242110	specialist în planificarea, controlul si raportarea performantei economice
242109	specialist plan progres
242108	manager îmbunatatire procese
242107	expert în conducerea si organizarea activitatilor de mentenanta
242106	manager de inovare
242105	coordonator secretariat studiouri teritoriale
242104	responsabil proces
242103	specialist strategie industriala
242102	specialist îmbunatatire procese
242101	manager proiect
241311	specialist/analist organizare
241310	asistent bancar
241309	analist financiar bancar
241308	specialist bancar
241307	asistent analist
241306	auditor intern în sectorul public
241305	analist financiar
241304	asistent de cercetare în gestiune, contabilitate, control financiar
241303	cercetator în gestiune, contabilitate, control financiar
241302	asistent de cercetare în finante-banci
241301	cercetator în finante-banci
241271	specialist pentru piata de capital
241270	specialist control intern în domeniul pietei de capital
241269	consultant de investitii
241268	specialist piete reglementate
241267	evaluator bunuri culturale
241266	gemolog
241265	broker de tehnologii
241264	inspector casier
241263	evaluator proiecte
241262	expert în management activitati investitionale
241261	expert elaborare-evaluare documentatii achizitii investitionale
241260	expert evaluare-actualizare devize generale investitii
241259	expert eficientizare investitii
241258	expert receptie investitii industriale
241257	expert contractare activitati investitionale
241256	expert în ingineria costurilor investitionale
241255	planificator/specialist plan sinteze
241254	expert evaluator de active financiare
241253	expert evaluator de bunuri mobile
241252	expert evaluator de proprietati imobiliare
241251	expert evaluator de întreprinderi
241250	specialist sistem asigurari
241249	inspector coordonator daune
241248	inspector de specialitate daune
241247	inspector de risc
241246	inspector coordonator asigurari
241245	consilier vânzari asigurari
241244	referent de specialitate asigurari
241243	inspector de specialitate subscriere
241242	inspector de specialitate asigurari
241241	analist credite
241240	administrator de risc
241239	ofiter securitatea informatiei (Security Officer - SO)
241238	expert conformitate
241237	ofiter conformitate
241236	referent bancar/societate de leasing
241235	agent compensare (interbancara)
241234	consultant bancar
241233	proiectant produse bancare
241232	operator cifru (mesaje cifrate)
241231	administrator bancar/produs leasing
241230	ofiter bancar (credite, marketing, produse si servicii bancare)
241229	analist bancar/societate de leasing
241228	trezorier (studii superioare)
241227	manager relatii cu clientii bancii/societate de leasing
241226	manager de operatiuni/produs
241225	manager banca
241224	economist banca
241223	inspector general de banca
241222	consultant fiscal
241221	expert fiscal
241220	analist pret de revenire/costuri
241219	administrator judiciar
241218	lichidator
241217	specialist evaluare daune
241216	specialist control risc
241215	administrator credite
241214	agent capital de risc
241213	consultant plasamente valori mobiliare
241212	manager de fond actiuni/obligatiuni
241211	analist investitii
241210	evaluator
241209	dealer
241208	consultant bugetar
241207	comisar principal
241206	inspector asigurari
241205	inspector financiar-bancar
241204	expert financiar-bancar
241203	consilier financiar-bancar
241202	comisar Garda Financiara
241201	cenzor
241107	auditor financiar
241106	controlor de gestiune
241105	auditor intern
241104	referent de specialitate financiar-contabilitate
241103	revizor contabil
241102	expert contabil-verificator
241101	controlor tezaur
235922	consilier mediator
235921	inspector scolar pentru proiecte educationale
235920	consilier pentru tineret
235919	director centru judetean de resurse si asistenta educationala (CJRAE)
235918	inspector scolar pentru învatamântul special
235917	inspector scolar pentru învatamânt particular si alternative educationale
235916	inspector scolar pentru educatie permanenta
235915	inspector scolar pentru dezvoltarea resursei umane
235914	inspector scolar pentru mentorat
235913	inspector scolar pentru managementul resurselor umane
235912	inspector scolar pentru implementarea descentralizarii institutionale
235911	mediator scolar
235910	sef atelier scoala
235909	secretar scoala
235908	pedagog scolar
235907	maistru instructor
235906	laborant în învatamânt
235905	dezvoltator de e-learning
235904	designer instructional
235903	consilier scolar
235902	mentor
235901	secretar institut, facultate
235205	pedagog de recuperare
235204	instructor-educator în unitati de handicapati
235203	educator în unitati de handicapati
235202	interpret în limbaj mimico-gestual (studii superioare)
235201	defectolog
235106	referent de specialitate învatamânt
235105	inspector scolar
235104	expert învatamânt
235103	consilier învatamânt
235102	asistent de cercetare în pedagogie
235101	cercetator în pedagogie
234203	educator puericultor
234202	educatoare
234201	profesor în învatamântul prescolar
234103	institutor
234102	învatator
234101	profesor în învatamântul primar
233002	profesor în învatamântul gimnazial
233001	profesor în învatamântul liceal, postliceal
232001	profesor în învatamântul profesional si de maistri
231006	expert centre de perfectionare
231005	profesor universitar
231004	preparator învatamântul universitar
231003	lector universitar
231002	conferentiar universitar
231001	asistent universitar
226924	asistent medical balneofizioterapie, balneofiziokinetoterapie ?i recuperare
226923	asistent medico-social   
226921	asistent medical igien? ?i s?n?tate public?      
226920	asistent medical laborator       
226919	asistent medical radiologie          
226918	asistent medical nutri?ie dietetic?   
226917	chimist medical principal
226916	biolog medical principal
226915	biochimist medical principal
226914	chimist medical specialist
226913	biolog medical specialist
226912	biochimist medical specialist
226911	consilier sportiv
226910	asistent de cercetare în educatie fizica si sport
226909	cercetator în educatie fizica si sport
226908	medic de familie cu competente în sanatatea mintala
226907	medic specialist psihiatru
226906	fizician medical
226905	asistent medical (studii superioare)
226904	bioinginer medical
226903	medic legist
226902	medic expertiza a capacitatii de munca
226901	medic igienist
226701	optometrist (studii superioare)
226604	audiolog
226603	logoped
226602	interpret în limbaj mimico-gestual (studii medii)
226601	instructor logoped
226503	nutritionist si dietetician
226502	dietetician
226501	asistent de nutritie
226406	profesor de cultura fizica medicala
226405	kinetoterapeut
226404	asistent de cercetare în fiziokinetoterapie
226403	cercetator în fiziokinetoterapie
226402	fizioterapeut
226401	fiziokinetoterapeut
226308	coordonator în materie de securitate si sanatate în munca pentru logistica (studii superioare)
226307	evaluator de risc si auditor în domeniul securitatii si sanatatii în munca
226306	igienist
226305	asistent de cercetare în bacteriologie, microbiologie, biochimie, farmacologie
226304	cercetator stiintific în bacteriologie, microbiochimie, farmacologie
226303	coordonator în materie de securitate si sanatate în munca (studii superioare)
226302	specialist în domeniul securitatii si sanatatii în munca
226301	inginer clinic
226204	asistent de farmacie licen?iat 
226203	farmacist de specialitate
226202	farmacist rezident
226201	farmacist
226105	asistent de cercetare în medicina stomatologica
226104	cercetator în medicina stomatologica
226103	medic stomatolog de specialitate
226102	medic stomatolog rezident
226101	medic stomatolog
225005	asistent de cercetare în medicina veterinara
225004	cercetator în medicina veterinara
225003	medic veterinar - oncologie comparata
225002	medic veterinar
225001	epizotolog
223008	terapeut în terapii complementare
223007	inforenergetician radiestezist
223006	bioenergetician
223005	instructor de educatie sanitara
223004	tehnician homeopat
223003	instructor ergoterapie
223002	asistent de cercetare în medicina traditionala
223001	cercetator în medicina traditionala
222201	moasa
222101	asistent medical generalist
221201	medic specialist
221110	asistent de cercetare în medicina generala
221109	cercetator în medicina generala
221108	medic medicina de familie
221107	medic primar
221106	referent de specialitate medic
221105	inspector de specialitate medic
221104	expert medic
221103	consilier medic
221102	medic rezident
221101	medic medicina generala
216613	designer pagini web (studii medii)
216612	grafician calculator (studii medii)
216611	designer grafica (studii superioare)
216610	designer pagini web (studii superioare)
216609	art director
216607	designer floral
216606	asistent regizor emisie
216605	asistent regizor studio
216604	stilizator film desene animate (studii medii)
216603	intermediarist film desene animate (studii medii)
216602	animator film de animatie (studii medii)
216601	designer grafica (studii medii)
216509	geomatician
216508	subinginer cadastru
216507	consilier cadastru
216506	proiectant inginer geodez
216505	inginer topograf minier
216504	inginer topograf
216503	subinginer geodez
216502	inginer geodez
216501	cartograf
216402	arhitect urbanism
216401	urbanist
216313	asistent de cercetare în arte plastice - sticla, ceramica, metal
216312	cercetator în arte plastice - sticla, ceramica, metal
216311	asistent de cercetare în arte plastice-textile (tapiserie, contexturi, moda, imprimeuri)
216310	cercetator în arte plastice - textile (tapiserie, contexturi, moda, imprimeuri)
216309	asistent de cercetare în arte plastice - design industrial
216308	cercetator în arte plastice - design industrial
216307	designer vestimentar
216306	modelier confectii
216305	pictor creator costume
216304	costumier
216303	lucrator în ateliere de modele
216302	grafician industrial
216301	designer industrial
216202	peisagist
216201	arhitect peisagistica si amenajarea teritoriului
216110	asistent de cercetare în arhitectura
216109	cercetator în arhitectura
216108	proiectant arhitect
216107	referent de specialitate arhitect
216106	inspector de specialitate arhitect
216105	expert arhitect
216104	consilier arhitect
216103	arhitect restaurari
216102	conductor arhitect
216101	arhitect cladiri
215316	coordonator productie RTV
215315	sef studio RTV
215314	inginer iluminare
215313	consilier tehnic
215312	inginer/inspector de specialitate/referent de specialitate/expert în serviciile de trafic aerian
215311	subinginer proiectant comunicatii
215310	inginer proiectant comunicatii
215309	subinginer iluminat tehnologic
215308	inginer-sef schimb emisie
215307	subinginer-sef car reportaj
215306	inginer-sef car reportaj
215305	inginer sunet
215304	inginer imagine
215303	inginer electrotehnist
215302	inginer montaj
215301	inginer emisie
215240	asistent de cercetare în automatica
215239	inginer de cercetare în automatica
215238	cercetator în automatica
215237	asistent de cercetare în calculatoare
215236	inginer de cercetare în calculatoare
215235	cercetator în calculatoare
215234	asistent de cercetare în telecomenzi si electronica în transporturi
215233	inginer de cercetare în telecomenzi si electronica în transporturi
215232	cercetator în telecomenzi si electronica în transporturi
215231	asistent de cercetare în microelectronica
215230	inginer de cercetare în microelectronica
215229	cercetator în microelectronica
215228	asistent de cercetare în comunicatii
215227	inginer de cercetare în comunicatii
215226	cercetator în comunicatii
215225	asistent de cercetare în electronica aplicata
215224	inginer de cercetare în electronica aplicata
215223	cercetator în electronica aplicata
215222	inginer sisteme de securitate
215221	inspector aeronautic
215220	specialist mentenanta electromecanica-automatica echipamente industriale
215219	capitan port (studii superioare)
215218	capitan secund
215217	subinginer electromecanic
215216	inginer electromecanic
215215	proiectant inginer electromecanic
215214	proiectant inginer de sisteme si calculatoare
215213	proiectant inginer electronist
215212	inginer de receptie si control aeronave
215211	subinginer reglaje subansamble
215210	subinginer electronist transporturi, telecomunicatii
215209	subinginer automatist
215208	revizor siguranta circulatiei feroviare
215207	instructor linii
215206	instructor instalatii
215205	inginer productie
215204	inginer electronist transporturi, telecomunicatii
215203	inginer navigatie
215202	inginer automatist
215201	inginer electromecanic SCB
215147	asistent de cercetare în energetica industriala
215146	inginer de cercetare în energetica industriala
215145	cercetator în energetica industriala
215144	asistent de cercetare în electroenergetica
215143	inginer de cercetare în electroenergetica
215142	cercetator în electroenergetica
215141	asistent de cercetare în centrale nuclearoelectrice
215140	inginer de cercetare în centrale nuclearoelectrice
215139	cercetator în centrale nuclearoelectrice
215138	asistent de cercetare în centrale termoelectrice
215137	inginer de cercetare în centrale termoelectrice
215136	cercetator în centrale termoelectrice
215135	asistent de cercetare roboti industriali
215134	inginer de cercetare roboti industriali
215133	cercetator roboti industriali
215132	asistent de cercetare în electromecanica
215131	inginer de cercetare în electromecanica
215130	cercetator în electromecanica
215129	asistent de cercetare în metrologie
215128	inginer de cercetare în metrologie
215127	cercetator în metrologie
215126	asistent de cercetare în electrofizica
215125	inginer de cercetare în electrofizica
215124	cercetator în electrofizica
215123	asistent de cercetare în electrotehnica
215122	inginer de cercetare în electrotehnica
215121	cercetator în electrotehnica
215120	sef tura dispecer energetic
215119	proiectant sisteme de securitate
215118	proiectant subinginer electrotehnic
215117	inginer exploatare instalatii nucleare
215116	subinginer centrale termoelectrice
215115	inginer centrale nuclearoelectrice
215114	inginer hidroenergetica
215113	subinginer retele electrice
215112	inginer retele electrice
215111	proiectant inginer energetician
215110	proiectant inginer electrotehnic
215109	inginer termoenergetica
215108	inginer energetica industriala
215107	subinginer electroenergetica
215106	radiochimist
215105	inginer electroenergetica
215104	dispecer retele de înalta tensiune
215103	dispecer retea distributie
215102	dispecer centrala, hidrocentru, cascada, dispecerate teritoriale
215101	dispecer energetic feroviar
214953	inspector/referent în gestiunea materialelor si mijloacelor fixe
214952	auditor de siguranta rutiera
214951	expert tehnic extrajudiciar
214950	expert urmarire comportare în exploatare lucrari montaj
214949	expert prevenire-reducere riscuri tehnologice
214948	expert monitorizare si control lucrari de montaj
214947	expert elaborare documentatii tehnice de montaj
214946	expert achizitii publice
214944	corespondent securitate-confidentialitate produs
214943	asistent de cercetare în tehnologia celulozei, hârtiei, poligrafiei si fibrelor
214942	inginer de cercetare în tehnologia celulozei, hârtiei, poligrafiei si fibrelor
214941	cercetator în tehnologia celulozei, hârtiei, poligrafiei si fibrelor
214940	asistent de cercetare în tehnologie si echipamente neconventionale
214939	inginer de cercetare în tehnologie si echipamente neconventionale
214938	cercetator în tehnologie si echipamente neconventionale
214937	asistent de cercetare în prelucrarea lemnului
214936	inginer de cercetare în prelucrarea lemnului
214935	cercetator în prelucrarea lemnului
214934	inginer de cercetare în proiectarea mobilei si produselor finite din lemn
214933	asistent de cercetare în exploatari forestiere
214932	inginer de cercetare în exploatari forestiere
214931	cercetator în exploatari forestiere
214930	asistent de cercetare în confectii din piele si înlocuitori
214929	inginer de cercetare în confectii din piele si înlocuitori
214928	cercetator în confectii din piele si înlocuitori
214927	asistent de cercetare în tehnologia chimica a produselor textile, pieii, blanurilor si înlocuitorilor
214926	inginer de cercetare în tehnologia chimica a produselor textile, pieii, blanurilor si înlocuitorilor
214925	cercetator în tehnologia chimica a produselor textile, pieii, blanurilor si înlocuitorilor
214924	asistent de cercetare în tricotaje-confectii textile
214923	inginer de cercetare în tricotaje-confectii textile
214922	cercetator în tricotaje-confectii textile
214921	asistent de cercetare în filatura-tesatorie
214920	inginer de cercetare în filatura-tesatorie
214919	cercetator în filatura-tesatorie
214918	asistent de cercetare în informatica
214917	cercetator în informatica
214916	referent de specialitate inginer tehnologia celulozei si hârtiei
214915	inspector de specialitate inginer tehnologia celulozei si hârtiei
214914	expert inginer tehnologia celulozei si hârtiei
214913	consilier inginer tehnologia celulozei si hârtiei
214912	proiectant inginer celuloza si hârtie
214911	subinginer tehnologia celulozei si hârtiei
214910	chimist în materiale oxidice (sticla, ceramica)
214909	proiectant inginer ceramica, sticla
214908	referent de specialitate inginer prelucrarea sticlei si ceramicii
214907	inspector de specialitate inginer prelucrarea sticlei si ceramicii
214906	expert inginer prelucrarea sticlei si ceramicii
214905	consilier inginer prelucrarea sticlei si ceramicii
214904	subinginer materiale de constructii
214903	inginer materiale de constructii
214902	subinginer prelucrarea sticlei si ceramicii
214901	inginer prelucrarea sticlei si ceramicii
214657	asistent de cercetare în instalatii si utilaje pentru transportul si depozitarea produselor petroliere
214656	inginer de cercetare în instalatii si utilaje pentru transportul si depozitarea produselor petroliere
214655	asistent de cercetare în tehnologii carbochimice
214654	inginer de cercetare în tehnologii carbochimice
214653	cercetator în tehnologii carbochimice
214652	asistent de cercetare în stiinta materialelor
214651	inginer de cercetare în stiinta materialelor
214650	cercetator în stiinta materialelor
214649	asistent de cercetare în prelucrari plastice si tratamente termice
214648	inginer de cercetare în prelucrari plastice si tratamente termice
214647	cercetator în prelucrari plastice si tratamente termice
214646	asistent de cercetare în turnarea metalelor
214645	inginer de cercetare în turnarea metalelor
214644	cercetator în turnarea metalelor
214643	asistent de cercetare în metalurgia neferoasa
214642	inginer de cercetare în metalurgia neferoasa
214641	cercetator în metalurgia neferoasa
214640	asistent de cercetare în ingineria proceselor siderurgice
214639	inginer de cercetare în ingineria proceselor siderurgice
214638	cercetator în ingineria proceselor siderurgice
214637	asistent de cercetare în topografie miniera
214636	inginer de cercetare în topografie miniera
214635	cercetator în topografie miniera
214634	asistent de cercetare în petrol (extractie-prospectiune)
214633	inginer de cercetare în petrol (extractie-prospectiune)
214632	cercetator în petrol (extractie-prospectiune)
214631	asistent de cercetare în prepararea substantelor minerale utile
214630	inginer de cercetare în prepararea substantelor minerale utile
214629	cercetator în prepararea substantelor minerale utile
214628	asistent de cercetare în exploatari miniere
214627	inginer de cercetare în exploatari miniere
214626	cercetator în exploatari miniere
214625	inginer mineralurg
214624	proiectant inginer în minerit
214623	proiectant inginer metalurg
214622	inginer tehnolog metalurg
214621	proiectant inginer petrolist
214620	referent inginer petrolist
214619	expert inginer petrolist
214618	consilier inginer petrolist
214617	subinginer petrolist
214616	inginer petrolist
214615	inginer metalurgie neferoasa
214614	inginer prelucrari metalurgice
214613	referent de specialitate inginer minier
214612	inspector de specialitate inginer minier
214611	expert inginer minier
214610	consilier inginer minier
214609	referent de specialitate inginer metalurg
214608	inspector de specialitate inginer metalurg
214607	expert inginer metalurg
214606	consilier inginer metalurg
214605	inginer preparator minier
214604	subinginer minier
214603	subinginer metalurgist
214602	inginer minier
214601	inginer metalurgie extractiva
214536	subinginer chimist
214535	asistent de cercetare în controlul calitatii produselor alimentare
214534	inginer de cercetare în controlul calitatii produselor alimentare
214533	cercetator în controlul calitatii produselor alimentare
214532	asistent de cercetare în tehnologia compusilor macromoleculari
214531	inginer de cercetare în tehnologia compusilor macromoleculari
214530	cercetator în tehnologia compusilor macromoleculari
214529	asistent de cercetare în petrochimie si carbochimie
214528	inginer de cercetare în petrochimie si carbochimie
214527	cercetator în petrochimie si carbochimie
214526	asistent de cercetare în tehnologia substantelor organice
214525	inginer de cercetare în tehnologia substantelor organice
214524	cercetator în tehnologia substantelor organice
214523	asistent de cercetare în tehnologia substantelor anorganice
214522	inginer de cercetare în tehnologia substantelor anorganice
214521	cercetator în tehnologia substantelor anorganice
214520	referent de specialitate inginer industria alimentara
214519	inspector de specialitate inginer industria alimentara
214518	expert inginer industria alimentara
214517	consilier inginer industria alimentara
214516	proiectant inginer produse alimentare
214515	subinginer în industria alimentara
214514	inginer în industria alimentara
214513	inginer chimist
214512	biochimist
214511	referent de specialitate petrochimist
214510	inspector de specialitate inginer petrochimist
214509	expert inginer petrochimist
214508	consilier inginer petrochimist
214507	referent de specialitate inginer chimist
214506	inspector de specialitate inginer chimist
214505	expert inginer chimist
214504	consilier inginer chimist
214503	proiectant inginer chimist
214502	subinginer petrochimist
214501	inginer petrochimist
214488	inspector suprastructuri mobile marfuri periculoase
214487	cercetator în instalatii si utilaje pentru transportul si depozitarea produselor petroliere
214486	asistent de cercetare în masini si instalatii mecanice
214485	inginer de cercetare în masini si instalatii mecanice
214484	cercetator în masini si instalatii mecanice
214483	asistent de cercetare în creatia tehnica în constructia de masini
214482	inginer de cercetare în creatia tehnica în constructia de masini
214481	cercetator în creatia tehnica în constructia de masini
214480	asistent de cercetare în utilaje si tehnologia ambalarii
214479	inginer de cercetare în utilaje si tehnologia ambalarii
214478	cercetator în utilaje si tehnologia ambalarii
214477	asistent de cercetare în utilaje si instalatii portuare
214476	inginer de cercetare în utilaje si instalatii portuare
214475	cercetator în utilaje si instalatii portuare
214474	asistent de cercetare în autovehicule rutiere
214473	inginer de cercetare în autovehicule rutiere
214472	cercetator în autovehicule rutiere
214471	asistent de cercetare în constructii de masini agricole
214470	inginer de cercetare în constructii de masini agricole
214469	cercetator în constructii de masini agricole
214468	asistent de cercetare în tehnologia constructiilor de masini
214467	inginer de cercetare în tehnologia constructiilor de masini
214466	cercetator în tehnologia constructiilor de masini
214465	asistent de cercetare în mecanica fina
214464	inginer de cercetare în mecanica fina
214463	cercetator în mecanica fina
214462	asistent de cercetare în echipamente de proces
214461	inginer de cercetare în echipamente de proces
214460	cercetator în echipamente de proces
214459	asistent de cercetare în masini hidraulice si pneumatice
214458	inginer de cercetare în masini hidraulice si pneumatice
214457	cercetator în masini hidraulice si pneumatice
214456	asistent de cercetare în masini si echipamente termice
214455	inginer de cercetare în masini si echipamente termice
214454	cercetator în masini si echipamente termice
214453	asistent de cercetare în echipamente si instalatii de bord
214452	inginer de cercetare în echipamente si instalatii de bord
214451	cercetator în echipamente si instalatii de bord
214450	asistent de cercetare în sisteme de propulsie
214449	inginer de cercetare în sisteme de propulsie
214448	cercetator în sisteme de propulsie
214447	inginer pentru protectia navigatiei aeriene (comunicatii, navigatie, supraveghere)
214446	subinginer tehnolog în fabricarea armamentului si munitiei
214445	inginer tehnolog în fabricarea armamentului si munitiei
214444	inginer/subinginer tehnolog prelucrari mecanice
214443	specialist mentenanta mecanica echipamente industriale
214442	specialist prestatii vehicule
214441	specialist reglementari/carti de identitate vehicule/verificari tehnice înmatriculare/inspectii tehnice/ omologari oficiale
214440	subinginer proiectant mecanic
214439	inginer pilot de încercare
214438	proiectant inginer mecanic
214437	proiectant inginer aeronave
214436	referent de specialitate inginer mecanic
214435	inspector de specialitate inginer mecanic
214434	expert inginer mecanic
214433	consilier inginer mecanic
214432	subinginer mecanic utilaje pentru materiale de constructie
214431	subinginer mecanic utilaje pentru industria lemnului
214430	subinginer mecanic automobile
214429	subinginer mecanic instalatii navale de bord
214428	subinginer mecanic constructii corp de nava
214427	subinginer mecanic avioane si motoare de aviatie
214426	subinginer mecanic utilaje pentru constructii
214425	subinginer mecanic utilaj tehnologic pentru chimie
214424	subinginer mecanic mecanica agricola
214423	subinginer mecanic material rulant de cale ferata
214422	subinginer mecanic, mecanica fina
214421	subinginer mecanic utilaje si tehnica sudurii
214420	subinginer mecanic tehnologia constructiilor de masini
214419	inginer mecanic masini instalatii miniere
214418	inginer mecanic utilaj tehnologic pentru prelucrare la cald
214417	inginer mecanic utilaj tehnologic pentru constructii
214416	inginer mecanic utilaj tehnologic textil
214415	inginer mecanic utilaj tehnologic masini agricole
214414	inginer mecanic utilaj tehnologic petrolier
214413	inginer mecanic utilaj tehnologic chimic
214412	inginer autovehicule rutiere
214411	inginer masini hidraulice si pneumatice
214410	inginer masini termice
214409	inginer mecanica fina
214408	inginer masini-unelte
214407	inginer nave
214406	inginer aviatie
214405	inginer mecanica agricola
214404	inginer material rulant cale ferata
214403	inginer electromecanic minier
214402	subinginer mecanic
214401	inginer mecanic
214303	asistent de cercetare în centrale hidroelectrice în ingineria mediului
214302	inginer de cercetare în centrale hidroelectrice în ingineria mediului
214301	cercetator în centrale hidroelectrice în ingineria mediului
214238	administrator port
214237	specialist în iluminat
214236	expert în monitorizarea comportarii constructiilor
214235	specialist în urmarirea comportarii constructiilor
214234	responsabil tehnic cu urmarirea curenta a comportarii constructiilor
214233	asistent de cercetare în ingineria materialelor oxidice
214232	inginer de cercetare în ingineria materialelor oxidice
214231	cercetator în stiinta si ingineria materialelor oxidice
214230	asistent de cercetare în instalatii
214229	inginer de cercetare în instalatii
214228	cercetator în instalatii
214227	asistent de cercetare în constructii miniere
214226	inginer de cercetare în constructii miniere
214225	cercetator în constructii miniere
214224	inginer de cercetare în ingineria sanitara si protectia mediului
214223	asistent de cercetare în constructii hidrotehnice
214222	inginer de cercetare în constructii hidrotehnice
214221	cercetator în constructii hidrotehnice
214220	asistent de cercetare în constructii de cai ferate, drumuri si poduri
214219	inginer de cercetare în constructii de cai ferate, drumuri si poduri
214218	cercetator în constructii de cai ferate, drumuri si poduri
214217	asistent de cercetare în constructii civile, industriale si agricole
214216	inginer de cercetare în constructii civile, industriale si agricole
214215	cercetator în constructii civile, industriale si agricole
214214	diriginte santier (studii superioare)
214213	conducator de lucrari civile
214212	referent de specialitate inginer constructii
214211	inspector de specialitate inginer constructii
214210	expert inginer constructii
214209	consilier inginer constructii
214208	proiectant inginer constructii
214207	proiectant inginer instalatii
214206	inginer constructor instalatii
214205	inginer constructii hidrotehnice
214204	inginer cai ferate, drumuri si poduri
214203	inginer instalatii pentru constructii
214202	subinginer constructii civile, industriale si agricole
214201	inginer constructii civile, industriale si agricole
214141	auditor/evaluator sisteme de management de securitate
214140	specialist în managementul riscului
214139	auditor în managementul riscului
214138	auditor energetic pentru cladiri
214137	documentarist ordonantare logistica
214136	programator fabricatie/lansator fabricatie
214135	logistician gestiune flux
214134	consultant sistem de calitate
214133	analist studiul materialelor
214132	analist masuratori metrologice
214131	analist calitate
214130	auditor în domeniul calitatii
214129	specialist în domeniul calitatii
214128	asistent de cercetare în pescuit si acvacultura
214127	inginer de cercetare în pescuit si acvacultura
214126	cercetator în pescuit si acvacultura
214125	asistent de cercetare în tehnologia prelucrarii produselor agricole
214124	inginer de cercetare în tehnologia prelucrarii produselor agricole
214123	cercetator în tehnologia prelucrarii produselor agricole
214122	referent de specialitate inginer industrializarea lemnului
214121	inspector de specialitate inginer industrializarea lemnului
214120	expert inginer industrializarea lemnului
214119	consilier inginer industrializarea lemnului
214118	subinginer industrializarea lemnului
214117	inginer industrializarea lemnului
214116	manager de cladire
214115	responsabil afacere
214114	metodist
214113	instructor sistem de productie
214112	specialist documentatie studii
214111	specialist încercari componente vehicule/grup motopropulsor/optimizare energetica/sisteme de masurare
214110	conceptor/conceptor CAO
214109	referent de specialitate inginer textile, pielarie
214108	inspector specialitate inginer textile, pielarie
214107	expert inginer textile, pielarie
214106	consilier inginer textile, pielarie
214105	proiectant inginer textile, pielarie
214104	subinginer textile, pielarie
214103	inginer tricotaje, confectii
214102	inginer textile, pielarie
214101	inginer confectii piele si înlocuitori
213309	specialist în management si remediere situri contaminate
213308	consilier ecolog
213307	inspector de specialitate în gospodarirea apelor
213306	specialist arii protejate
213305	ecolog
213304	inginer ecolog
213303	referent de specialitate ecolog
213302	inspector de specialitate ecolog
213301	expert ecolog
213257	asistent de cercetare în biotehnologie pentru agricultura
213256	cercetator în biotehnologie pentru agricultura
213255	asistent de cercetare în zootehnie
213254	cercetator în zootehnie
213253	asistent de cercetare în silvicultura
213252	inginer de cercetare în silvicultura
213251	cercetator în silvicultura
213250	asistent de cercetare în agromontanologie
213249	inginer de cercetare în agromontanologie
213248	cercetator în agromontanologie
213247	asistent de cercetare în horticultura
213246	inginer de cercetare în horticultura
213245	cercetator în horticultura
213244	cercetator în pedologie-agrochimie
213243	asistent de cercetare în pedologie-agrochimie
213242	inginer de cercetare în pedologie-agrochimie
213241	asistent de cercetare în agricultura
213240	inginer de cercetare în agricultura
213239	cercetator în agricultura
213238	consultant afaceri în agricultura
213237	administrator bunuri agricole
213235	clasificator carcase
213234	tehnician silvic - exploatare
213233	tehnician zootehnist - exploatare
213232	tehnician agronom - exploatare
213231	padurar
213230	brigadier silvic
213229	agent agricol
213228	subinginer îmbunatatiri funciare
213227	consultant tehnic în productia de cereale, plante tehnice si furaje
213226	inginer zootehnist
213225	inginer agronom
213224	inginer/subinginer silvic
213223	inginer îmbunatatiri funciare
213222	referent de specialitate inginer silvic
213221	inspector de specialitate inginer silvic
213220	expert inginer silvic
213219	consilier inginer silvic
213218	proiectant inginer în silvicultura
213217	proiectant inginer în zootehnie
213216	proiectant inginer în agricultura
213215	inginer tehnolog în zootehnie
213214	subinginer zootehnist
213213	subinginer agronom
213212	referent de specialitate inginer zootehnist
213211	inspector de specialitate inginer zootehnist
213210	expert inginer zootehnist
213209	consilier inginer zootehnist
213208	referent de specialitate inginer horticol
213207	inspector de specialitate inginer horticol
213206	expert inginer horticol
213205	consilier inginer horticol
213204	referent de specialitate inginer agronom
213203	inspector de specialitate inginer agronom
213202	expert inginer agronom
213201	consilier inginer agronom
213152	inginer biotehnolog
213151	asistent de cercetare în antropologie biologica
213150	cercetator în antropologie biologica
213149	asistent de cercetare în ingineria genetica
213148	cercetator în ingineria genetica
213147	asistent de cercetare în ecologie si protectia mediului
213146	cercetator în ecologie si protectia mediului
213145	asistent de cercetare în domeniul zoologic
213144	cercetator în domeniul zoologic
213143	asistent de cercetare în botanica
213142	cercetator în botanica
213141	asistent de cercetare în biologie chimie
213140	cercetator în biologie chimie
213139	asistent de cercetare în microbiologie-bacteriologie
213138	cercetator în microbiologie-bacteriologie
213137	asistent de cercetare în biologie
213136	cercetator în biologie
213135	microbiolog
213134	bacteriolog
213133	farmacolog
213132	referent de specialitate microbiolog
213131	inspector de specialitate microbiolog
213130	expert microbiolog
213129	consilier microbiolog
213128	referent de specialitate farmacolog
213127	inspector de specialitate farmacolog
213126	expert farmacolog
213125	consilier farmacolog
213124	referent de specialitate biochimist
213123	inspector de specialitate biochimist
213122	expert biochimist
213121	consilier biochimist
213120	referent de specialitate bacteriolog
213119	inspector de specialitate bacteriolog
213118	expert bacteriolog
213117	consilier bacteriolog
